行業別大類,行業別中類,行業別小類,月份,用電量
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,10,14954964
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,10,4264629
C.製造業,13 皮革、毛皮及其製品製造業,,10,12951587
C.製造業,14 木竹製品製造業,,10,11389086
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,10,100731659
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,10,34480019
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,10,31768287
C.製造業,16 印刷及資料儲存媒體複製業,,10,43778877
C.製造業,17 石油及煤製品製造業,,10,128160900
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,10,438688679
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,10,13806015
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,10,202895187
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,10,126746969
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,10,4934301
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,10,19474316
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,10,13643021
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,10,90056972
C.製造業,20 藥品及醫用化學製品製造業,,10,74235993
C.製造業,21 橡膠製品製造業,,10,84129441
C.製造業,22 塑膠製品製造業,,10,450884830
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,10,242436339
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,10,33614921
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,10,139271712
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,10,10307942
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,10,40097435
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,10,910700433
C.製造業,24 基本金屬製造業,242 鋁製造業,10,68587281
C.製造業,24 基本金屬製造業,243 銅製造業,10,96335849
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,10,28652619
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,10,92512037
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,10,68424374
C.製造業,25 金屬製品製造業,253 金屬容器製造業,10,12882916
C.製造業,25 金屬製品製造業,254 金屬加工處理業,10,172275915
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,10,161413854
C.製造業,26 電子零組件製造業,261 半導體製造業,10,2361455488
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,10,152736537
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,10,296170084
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,10,979517343
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,10,286264664
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,10,51990290
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,10,27162893
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,10,7911329
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,10,23543497
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,10,17043668
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,10,1140484
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,10,65725207
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,10,22785669
C.製造業,28 電力設備及配備製造業,282 電池製造業,10,26624218
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,10,43998140
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,10,5964523
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,10,17102132
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,10,102602527
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,10,44242347
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,10,48351181
C.製造業,29 機械設備製造業,293 通用機械設備製造業,10,97862050
C.製造業,30 汽車及其零件製造業,301 汽車製造業,10,12488334
C.製造業,30 汽車及其零件製造業,302 車體製造業,10,1705060
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,10,117791502
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,10,12304054
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,10,23238640
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,10,34867060
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,10,29600298
C.製造業,32 家具製造業,321 非金屬家具製造業,10,7904099
C.製造業,32 家具製造業,322 金屬家具製造業,10,6976331
C.製造業,33 其他製造業,331 育樂用品製造業,10,25700218
C.製造業,33 其他製造業,332 醫療器材及用品製造業,10,42719629
C.製造業,33 其他製造業,339 未分類其他製造業,10,20240139
C.製造業,34 產業用機械設備維修及安裝業,,10,17776981
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,10,11345687
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,10,41631062
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,10,175419
E.用水供應及污染整治業,36 用水供應業,,10,106005058
E.用水供應及污染整治業,37 廢水及污水處理業,,10,8200548
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,10,3576791
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,10,6497836
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,10,10414380
E.用水供應及污染整治業,39 污染整治業,,10,252348
F.營建工程業,41 建築工程業,,10,36583798
F.營建工程業,42 土木工程業,421 道路工程業,10,6570910
F.營建工程業,42 土木工程業,422 公用事業設施工程業,10,12282316
F.營建工程業,42 土木工程業,429 其他土木工程業,10,1369747
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,10,1224537
F.營建工程業,43 專門營造業,432 庭園景觀工程業,10,124440
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,10,3548794
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,10,653415
F.營建工程業,43 專門營造業,439 其他專門營造業,10,2267381
G.批發及零售業,45 批發業,451 商品批發經紀業,10,4333583
G.批發及零售業,45 批發業,452 綜合商品批發業,10,8591639
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,10,10720241
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,10,39100518
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,10,5499621
G.批發及零售業,45 批發業,456 家用器具及用品批發業,10,9506128
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,10,4253732
G.批發及零售業,45 批發業,458 文教育樂用品批發業,10,2367244
G.批發及零售業,45 批發業,461 建材批發業,10,15402333
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,10,9030463
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,10,2874231
G.批發及零售業,45 批發業,464 機械器具批發業,10,17828461
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,10,6030481
G.批發及零售業,45 批發業,469 其他專賣批發業,10,8171697
G.批發及零售業,47 零售業,471 綜合商品零售業,10,316854301
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,10,37550136
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,10,14413354
G.批發及零售業,47 零售業,474 家用器具及用品零售業,10,12743467
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,10,8377290
G.批發及零售業,47 零售業,476 文教育樂用品零售業,10,4706260
G.批發及零售業,47 零售業,481 建材零售業,10,1544999
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,10,7140751
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,10,9484743
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,10,14381330
G.批發及零售業,47 零售業,485 其他專賣零售業,10,6604064
G.批發及零售業,47 零售業,486 零售攤販,10,125604
G.批發及零售業,47 零售業,487 其他非店面零售業,10,2213878
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,10,116666278
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,10,92976284
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,10,2397684
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,10,5053952
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,10,112555
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,10,1861652
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,10,0
H.運輸及倉儲業,51 航空運輸業,,10,6914900
H.運輸及倉儲業,52 運輸輔助業,521 報關業,10,1819821
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,10,222183
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,10,2849447
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,10,18231583
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,10,17946774
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,10,29239405
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,10,6539089
H.運輸及倉儲業,53 倉儲業,,10,65718767
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,10,3040495
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,10,4642361
I.住宿及餐飲業,55 住宿業,551 短期住宿業,10,183922041
I.住宿及餐飲業,55 住宿業,559 其他住宿業,10,309288
I.住宿及餐飲業,56 餐飲業,561 餐食業,10,113236709
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,10,6037645
I.住宿及餐飲業,56 餐飲業,563 飲料業,10,6176588
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,10,4365340
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,10,377086
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,10,8489770
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,10,192756
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,10,6621986
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,10,10477227
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,10,124609599
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,10,4972033
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",10,45907123
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,10,328110
K.金融及保險業,64 金融服務業,641 貨幣中介業,10,72838438
K.金融及保險業,64 金融服務業,642 控股業,10,1402570
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,10,872745
K.金融及保險業,64 金融服務業,649 其他金融服務業,10,2334457
K.金融及保險業,65 保險業,651 人身保險業,10,32005191
K.金融及保險業,65 保險業,652 財產保險業,10,2806345
K.金融及保險業,65 保險業,653 再保險業,10,0
K.金融及保險業,65 保險業,654 退休基金,10,0
K.金融及保險業,65 保險業,655 保險輔助業,10,551771
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,10,7147758
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,10,161407
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,10,210860
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,10,1869355
L.不動產業,67 不動產開發業,,10,32341148
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,10,35047199
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,10,5545770
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,10,2793014
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,10,747913
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,10,25664943
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,10,3230458
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,10,5421343
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,10,8803207
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,10,9902676
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,10,118420
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,10,12557578
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,10,861590
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,10,129520
M.專業、科學及技術服務業,74 專門設計業,,10,504201
M.專業、科學及技術服務業,75 獸醫業,,10,364825
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,10,2982055
N.支援服務業,77 租賃業,771 機械設備租賃業,10,1075910
N.支援服務業,77 租賃業,772 運輸工具租賃業,10,143715
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,10,7937206
N.支援服務業,77 租賃業,774 智慧財產租賃業,10,38427
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,10,1117042
N.支援服務業,78 人力仲介及供應業,782 人力供應業,10,500029
N.支援服務業,79 旅行及相關服務業,,10,2341298
N.支援服務業,80 保全及偵探業,,10,1077845
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,10,327165
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,10,23547437
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,10,61398
N.支援服務業,82 行政支援服務業,,10,3493018
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,831 公共行政,10,118260109
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,832 國防事務,10,72429577
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,833 強制性社會安全事務,10,1484332
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,10,1134793
P.教育業,85 教育業,851 學前教育,10,3115694
P.教育業,85 教育業,852 小學教育,10,24673677
P.教育業,85 教育業,853 國民中學教育,10,30864119
P.教育業,85 教育業,854 高級中等教育,10,37188170
P.教育業,85 教育業,855 大專校院,10,200058505
P.教育業,85 教育業,856 特殊教育學校,10,100448
P.教育業,85 教育業,858 教育輔助業,10,12920
P.教育業,85 教育業,859 其他教育業,10,17603493
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,10,225553066
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,10,19415825
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,10,14185060
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,10,22845188
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,10,10041194
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,10,626159
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,10,762964
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,10,6168975
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,10,17119933
R.藝術、娛樂及休閒服務業,92 博弈業,,10,188420
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,10,29153832
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,10,38850277
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,10,5536306
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,10,755151
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,10,29637898
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,10,6578018
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,10,327284
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,10,328574
S.其他服務業,96 未分類其他服務業,961 洗衣業,10,5032716
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,10,7156825
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,10,4358753
S.其他服務業,96 未分類其他服務業,964 家事服務業,10,13410
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,10,4413381
T.家庭(住宅用),97 住宅與公共設施,,10,229815732
U.其他不能歸類,98 其他不能歸類,,10,86232996
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,11,41909072
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,11,56010610
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,11,68079677
A.農、林、漁、牧業,02 林業,021 林業,11,184011
A.農、林、漁、牧業,03 漁業,031 漁撈業,11,132154
A.農、林、漁、牧業,03 漁業,032 水產養殖業,11,87327256
B.礦業及土石採取業,05 石油及天然氣礦業,,11,2032152
B.礦業及土石採取業,06 砂、石採取及其他礦業,,11,21985395
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,11,36721284
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,11,17464645
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,11,17207670
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,11,12865212
C.製造業,08 食品及飲料製造業,085 乳品製造業,11,18633707
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,11,21115993
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,11,31072057
C.製造業,08 食品及飲料製造業,089 其他食品製造業,11,144211459
C.製造業,09 飲料製造業,091 酒精飲料製造業,11,10421856
C.製造業,09 飲料製造業,092 非酒精飲料製造業,11,26193627
C.製造業,10 菸草製造業,,11,4770839
C.製造業,11 紡織業,111 紡紗業,11,120667588
C.製造業,11 紡織業,112 織布業,11,181721733
C.製造業,11 紡織業,113 不織布業,11,26657822
C.製造業,11 紡織業,114 染整業,11,63041852
C.製造業,11 紡織業,115 紡織品製造業,11,23807253
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,11,13280804
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,11,4118671
C.製造業,13 皮革、毛皮及其製品製造業,,11,12119913
C.製造業,14 木竹製品製造業,,11,11351771
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,11,96826197
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,11,33523370
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,11,31749530
C.製造業,16 印刷及資料儲存媒體複製業,,11,39460883
C.製造業,17 石油及煤製品製造業,,11,133226915
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,11,410129569
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,11,12093843
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,11,193587969
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,11,115807021
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,11,4955876
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,11,18216378
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,11,13046348
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,11,113856840
C.製造業,20 藥品及醫用化學製品製造業,,11,68782412
C.製造業,21 橡膠製品製造業,,11,85680160
C.製造業,22 塑膠製品製造業,,11,431390008
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,11,237532448
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,11,33427718
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,11,147333346
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,11,10079661
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,11,39259305
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,11,924575841
C.製造業,24 基本金屬製造業,242 鋁製造業,11,66821463
C.製造業,24 基本金屬製造業,243 銅製造業,11,94734226
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,11,28134429
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,11,86909964
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,11,67447378
C.製造業,25 金屬製品製造業,253 金屬容器製造業,11,11710277
C.製造業,25 金屬製品製造業,254 金屬加工處理業,11,170659695
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,11,159404137
C.製造業,26 電子零組件製造業,261 半導體製造業,11,2250969181
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,11,145266468
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,11,281686330
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,11,917035408
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,11,275909752
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,11,46346366
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,11,25021492
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,11,7214254
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,11,22071106
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,11,15583427
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,11,1105846
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,11,62831319
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,11,19696085
C.製造業,28 電力設備及配備製造業,282 電池製造業,11,25337303
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,11,42024307
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,11,5633877
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,11,16267340
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,11,96380776
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,11,41786303
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,11,44313101
C.製造業,29 機械設備製造業,293 通用機械設備製造業,11,91276672
C.製造業,30 汽車及其零件製造業,301 汽車製造業,11,11730078
C.製造業,30 汽車及其零件製造業,302 車體製造業,11,1641109
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,11,112845353
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,11,11651874
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,11,20786392
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,11,33141169
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,11,27937719
C.製造業,32 家具製造業,321 非金屬家具製造業,11,7579089
C.製造業,32 家具製造業,322 金屬家具製造業,11,6644907
C.製造業,33 其他製造業,331 育樂用品製造業,11,23828198
C.製造業,33 其他製造業,332 醫療器材及用品製造業,11,40371753
C.製造業,33 其他製造業,339 未分類其他製造業,11,19085975
C.製造業,34 產業用機械設備維修及安裝業,,11,15707701
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,11,9725409
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,11,53793922
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,11,168831
E.用水供應及污染整治業,36 用水供應業,,11,103076563
E.用水供應及污染整治業,37 廢水及污水處理業,,11,7917065
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,11,3012567
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,11,6905809
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,11,11233994
E.用水供應及污染整治業,39 污染整治業,,11,637495
F.營建工程業,41 建築工程業,,11,33912661
F.營建工程業,42 土木工程業,421 道路工程業,11,6213524
F.營建工程業,42 土木工程業,422 公用事業設施工程業,11,11180399
F.營建工程業,42 土木工程業,429 其他土木工程業,11,1160883
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,11,1057348
F.營建工程業,43 專門營造業,432 庭園景觀工程業,11,124830
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,11,2588977
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,11,536985
F.營建工程業,43 專門營造業,439 其他專門營造業,11,2073410
G.批發及零售業,45 批發業,451 商品批發經紀業,11,3713882
G.批發及零售業,45 批發業,452 綜合商品批發業,11,8577063
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,11,9199757
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,11,32678347
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,11,4239131
G.批發及零售業,45 批發業,456 家用器具及用品批發業,11,6242519
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,11,3114090
G.批發及零售業,45 批發業,458 文教育樂用品批發業,11,1821723
G.批發及零售業,45 批發業,461 建材批發業,11,11325158
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,11,5926527
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,11,2233837
G.批發及零售業,45 批發業,464 機械器具批發業,11,9856376
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,11,4569225
G.批發及零售業,45 批發業,469 其他專賣批發業,11,5248304
G.批發及零售業,47 零售業,471 綜合商品零售業,11,285451965
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,11,33359066
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,11,12630500
G.批發及零售業,47 零售業,474 家用器具及用品零售業,11,10806508
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,11,7504123
G.批發及零售業,47 零售業,476 文教育樂用品零售業,11,3807699
G.批發及零售業,47 零售業,481 建材零售業,11,1364961
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,11,7168510
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,11,9544703
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,11,11712268
G.批發及零售業,47 零售業,485 其他專賣零售業,11,5571973
G.批發及零售業,47 零售業,486 零售攤販,11,126520
G.批發及零售業,47 零售業,487 其他非店面零售業,11,1413160
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,11,109008531
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,11,85806587
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,11,2478172
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,11,4932211
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,11,128051
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,11,1654671
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,11,0
H.運輸及倉儲業,51 航空運輸業,,11,6023746
H.運輸及倉儲業,52 運輸輔助業,521 報關業,11,1606063
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,11,167552
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,11,2340723
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,11,11537671
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,11,16252716
